clean_text,label
amin semoga pembanguan ikn bisa segera selesai dan pak ganjar memimpin dengan adil dan merata di bangsa indonesia,positif
pak ganjar sosok pemimpin yang akan mewujudkan pembangunan yang adil dan merata semangat,positif
luar biasa banget semoga secepatnya terselesaikan,positif
semoga ikn bisa cepat selesai dibangun dengan kepemimpinan pak ganjar semangat selalu pak,positif
pak ganjar pasti mampu melanjutkan pembangunan ikn dengan lebih cepat dan dapat bermanfaat untuk kemajuan bangsa,positif
maju terus pak lanjutkan pembangunan walaupun banyak rintangan,positif
mari kita support pembangunan tersebut supaya berjalan dengan baik,positif
visi misi yang jelas maju terus pak ganjar,positif
mari wujudkan bersama agar indonesia sejahtera maju terus pak ganjar,positif
mari kita dukung pembangunan tersebut secara adil dan merata,positif
maju terus untuk berikan yang terbaik untuk indonesia semangat pak kamu mendukung bapak,positif
bismillah pak ganjar yang terbaik untuk dapat memimpin negeri ini,positif
ikn ini adalah pembangunan indonesia secara menyeluruh,netral
yakin banget kalau pak ganjar mampu melanjutkan pembangunan ikn,positif
setuju pak pembangunan harus merata hingga pelosok negeri ya pak,positif
yakin banget kalau pak ganjar mampu melanjutkan pembangunan di ikn,positif
selalu salut sama program yang akan bapak jalankan semangat terus pak,positif
ini baru calon pemimpin yang luar biasa semangat pak,positif
semoga program program hebat pak ganjar akan terealisasikan nantinya amin,positif
setuju banget nih kalau ikn harus dilanjutkan semangat pak ganjar,positif
memang seharus ikn dilanjutkan untuk keadilan dalam pembangunan semangat terus pak ganjar,positif
lagian yang bakal tinggal disana memang siapa pejabat kan rakyat jelata tetap saja enggak punya rumah kurang makan kurang gizi stunting kenapa enggak benerin dulu hal mendasar rakyat kebanyakan skala prioritas nya dipakai kenapa,negatif
maju untuk kepentingan bersama,positif
percaya pak ganjar pasti bisa meneruskan ikn has terus pak,positif
menurut saya hanya orang bego saja yang tidak mau lanjutkan ikn sudah banyak duit yang telah dihabiskan masa mau dibatalkan yang perlu itu melanjutkan ikn dengan mengurangi beban terhadap apbn apalagi dengan menggunakan utang,negatif
pak ganjar yang kinerjanya nyata untuk indonesia,positif
keren memang pemimpin kita nih,positif
pembangunan yang adil dan merata ya pak keren nih pak ganjar,positif
keberlanjutan ikn membutuhkan kolaborasi lintas sektor,netral
karena natinya akan lebih bisa dirasakan masyarakat ya pak,positif
mantap pak ganjar melanjutkan pembangunan demi visi misi ibukota negara,positif
semangat selalu pak ganjar untuk mewujudkan pembangunan yang adil dan merata,positif
ikn adalah panggilan untuk membangun infrastruktur kesehatan yang tangguh,netral
langkah yang bagus pak ganjar pemerataan pembangunan ini untuk mewujudkan indonesia maju,positif
pak ganjar calon presiden yang merakyat,positif
kawal terus pak ganjar guys,positif
tetap jadi pemimpin hebat paj,positif
maju terus pak ganjar kita yakin pak ganjar akan membangun indonesia secara merata,positif
lanjutkan mas ganjar semoga pasangan ganjar mahfud memenangkan pilpres nanti dan memipin negeri ini amin,positif
percuma kan itu cuma buat pejabat saja rakyat mah tetap di gang,negatif
mantap pak kalau pak ganjar jadi presiden nanti pembangunan ikn dilanjutkan,positif
jujur saya dukung banget pembangunan ikn ini saya tahu tujuannya untuk hal hal positif bagi negara,positif
sangat yakin dengan pak ganjar yang akan membawa perubahan besar untuk indonesia semakin sejahtera,positif
lanjutkan ikn pak ganjar sekarang memang belum terlihat kegunaannya tapi kalau sudah beres yakin sangat berguna bagi sistem kepemerintahan,positif
jangan biarkan terlantar dan akan merugikan indonesia nantinya,negatif
yakin pak ganjar bisa melanjutkan ikn karena ikn bisa bawa dampak baik bagi masyarakat indonesia,positif
sangat yakin dengan pak ganjar karena beliau memang penuh prestasi dan nyata aksinya,positif
pak ganjar nyata kerjanya dan pasti akan membawa perubahan yang merata di seluruh indonesia,positif
warga yang terdekat sangat berharap agar ikn dilanjutkan akan banyak hal positif bagi mereka juga bagi rakyat keseluruhan,positif
harus kita dukung terus segala konsisten dari pak ganjar,positif
ikn dapat menjadi solusi terbaik untuk meratakan pembangunan di seluruh indonesia,positif
lanjutkan pembangunan yang bermanfaat bagi masyarakat indonesia,positif
pak ganjar memiliki dedikasi untuk memastikan bahwa ikn memberikan manfaat jangka panjang bagi masyarakat dan ekonomi,positif
ayo dukung pak ganjar karena beliau pasti akan membawa perubahan untuk indonesia dengan fadil,positif
bersama sama menuju masa depan yang lebih baik semoga ikn berjalan dengan baik,positif
sangat yakin dengan pak ganjar akan membawa pembangunan yang besar untuk indonesia,positif
keren pak semoga pembangunan nya lancar jaya sentosa,positif
sangat yakin pembangunan ikn akan tuntas dintangan gama,positif
pak ganjar merupakan salah satu calon pemimpin yang sangat konsisten sih,positif
ikn mulai di lanjutkan semoga tegak sampai selsaii,positif
wah pak ganjar berkunjung kepasar nih semoga bisa lebih baik harga sembako nya,positif
komentar positif dari masyarakat menunjukkan dukungan luas terhadap pendekatan inklusif dan penuh empati yang ditunjukkan oleh pak ganjar,positif
keren pak ganjar semoga berhasil program program pak ganjar,positif
lanjutkan pak pembangunan merata dan adil demi kesejahteraan masyarakat,positif
betul pak saya sependapat dengan bapak semoga dengan ini rakyat indonesia bisa merasakan manfaatnya,positif
terus berjuang dan tetap semangat karena dengan itulah indonesia bisa maju,positif
wah mantap sih pak ganjar mendukung pembangunan ikn,positif
bangga banget sama pak ganjar yang mendukung pembangunan ikn,positif
semoga sukses dan lancar dalam pembangunan ikn baru ini ya kami akan selalu mendukung keputusan terbaik,positif
aku yakin kalau pak ganjar yang kerjakan ikn akan cepat tuntas demi masa depan indonesia,positif
keren banget pak ganjar mendukung pemerataan pembangunan di indonesia nih,positif
gasken pak mari kita wujudkan pembangunan adil dan merata untuk rakyat indonesia,positif
salut banget sama pemimpin yang punya komitmen tinggi,positif
pak ganjar memang super panutan banget ya mari kita dukung,positif
mantap pak ganjar sangat mendukung ikn nih mantap pak,positif
apapun yang di kerjakan pak ganjar akan di dukung rakyat apalagi ikn adalah proyek untuk masa depan,positif
mantap pak ganjar kita dukung banget komitmen pak ganjar untuk tuntaskan ikn,positif
gaspol pak bangun negara yang makmur dan sejahteraa karean rakyat berharap pak ganjar menjadi presiden selanjutnya,positif
sikap empati dan perhatian pak ganjar membuat masyarakat merasa didengar dan dihargai,positif
memang terbaik nih pak ganjar karena selalu peduli dengan kesejahteraan masyarakat semua,positif
semangat pak pak ganjar pasti bisa untuk meneruskan pembangunan ikn semoga terpilih jadi presiden ri ya pak,positif
semoga dengan jadi nya pak ganjar sebagai presiden dapat memberikan pembangunan yang merata dan adil terus jaga komitmen menggerus ketimpangan pembangunan,positif
selalu yakin kalau pak ganjar bisa berbuat yang terbaik untuk bangsa ini,positif
aku yakin sekali dibawah kepemimpinan pak ganjar ini semua akan berwujud sesuai dengan rencana,positif
salut dengan komitmen yang dimiliki pak ganjar semoga sukses untuk ikn ya pak,positif
setuju banget dengan pak ganjar ini semua kita wujudkan demi rakyat indonesia yuk lanjutkan pak,positif
berdasarkan undang undang ikn memang harus di lanjutkan,netral
mantap ikn simbol orisinal kemandirian,positif
makin yakin untuk terus dukung pak ganjar karena sudah jelas program program yang akan beliau lakukan,positif
bismillah ya pak dibawah kepemimpinan pak ganjar bakalan berjalan lancar proyek ini,positif
ayo sama sama wujudkan pembangunan yang adil untuk semua daerah di indonesia,positif
pak ganjar pasti bisa melanjutkan pembangunan dan mensejahterakan masyarakat,positif
nah yang begini suka meneruskan sesuatu yang sudah baik pak ganjar bisa wujudkan pembangunan yang adil dan merata lewat proyek ikn,positif
semangat terus pak pak ganjar pasti bisa meneruskan pembangunan ikn,positif
bismillah pak ganjar bisa mewujudkan ikn dan membangunnya untuk seluruh rakyat indonesia amin,positif
calon presiden hebat untuk indonesia semangat pak ganjar anda pasti bisa ikn ini dapat menjadi kota masa depan sebagai penanda modernitas kemajuan peradaban dan mimpi,positif
pak ganjar terbaik untuk negeri masya allah,positif
kami akan mendukung terus program keren pak ganjar,positif
pak ganjar memang is the best yakin banget kalau pak ganjar mampu untuk melanjutkan ikn,positif
apabila bertujuan untuk kebaikan saya sih support banget pak,positif
pak ganjar pasti bisa melanjutkan program ikn semangat pak ikn adalah cita cita besar bangsa,positif
semangat melanjutkan ikn pak dan mewujudkan cita cita bangsa pak,positif
benar banget pak jangan sampai rugi semoga nanti pak ganjar bisa melanjutkan dengan baik,positif
pasti bisa semoga nanti berjalan dengan lancar nggih pak,positif
semangat terus pak mari wujudkan cita cita bung karno,positif
semangat untuk ikn bisa selesai dan menjadi awal kebangkitan indonesia,positif
gadabrusss ketimpangan apa wong itu hutan kok membangun kota baru dari nol kecuali kota desa yang sudah ada lebih dikembangkan lagi baru itu pemerataan pembangunan,negatif
pak ganjar telah membuktikan komitmen kuatnya pada pembangunan ekonomi dengan keberhasilan di berbagai proyek sebelumnya,positif
dengan apa ganjar indonesia akan lebih maju lagi dengan apa ganjar indonesia akan sejahtera,positif
insyaallah nanti pak ganjar yang akan melanjutkan pembangunannya amin,positif
kami mengapresiasi komitmen pak ganjar untuk memastikan pembangunan berjalan adil dan merata di seluruh lapisan masyarakat,positif
terima kasih pak ganjar telah berkomitmen untuk mewujudkan pembangunan yang memberikan manfaat kepada seluruh rakyat indonesia,positif
semoga pak ganjar menang di pemilihan nanti,positif
pak ganjar kunjungan anda ke ikn memberikan semangat baru untuk pembangunan yang adil dan merata di indonesia,positif
amin semoga dengan terpilih nya apa ganjar bisa mewujudkan semua impian masyarakat untuk indonesia,positif
mari bersatu mendukung pak ganjar untuk membuat indonesia semakin baik,positif
pak ganjar akan membuat indonesia menjadi baik kembali,positif
kepemimpinan pak ganjar dikenal inovatif dan progresif sesuai dengan visi pembangunan ikn,positif
yuk maju untuk rakyat yuk,positif
apresiasi kepada pak ganjar yang tidak hanya memandang undang undang sebagai solusi tunggal tetapi mengintegrasikan langkah langkah lain dalam melanjutkan ikn,positif
ajibbb terbaik pak ganjar,positif
dan ini cuma mengcopy mereka berdua ini enggak punya ide original milik mereka sendiri alias enggak kreatif selain mengcopy ide dengan kata lain mereka berdua ini cuma pansos dengan,negatif
amin semoga keadilan benar benar tercipta di indonesia dan semua masyarakat mendapatkan hak hak nya secara merata,positif
bersama pak ganjar pasti bisa terwujud pembangunan yang merata,positif
yakin bersama pak ganjar bisa melanjutkan pembangunan yang merata bagi seluruh rakyat,positif
amin semoga terealisasi kan ikn dengan teknologi mutakhir nya,positif
rakyat yakin banget kalau pak ganjar pasti bisa,positif
keren banget pak ganjar selalu dicintai emak emak,positif
pak ganjar sosok pemimpin yang jujur dan sudah teruji,positif
pak ganjar sosok pemimpin yang baik dan jujur melayani masyarakat,positif
masyarakat sangat antusias menyambut pemimpin yang amanah pak ganjar,positif
pak ganjar pranowo sosok pemimpin yang amanah dan merakyat,positif
semoga pelanjutan pembangunan ikn bisa lancarr amin,positif
ikn akan sukses bersama gama yakin bersama ganjar pembangunan seluruh indonesia akan merata,positif
ganjar akan lanjutkan dab tuntaskan pembangunan ikn percaya kalau beliau orang yang bersih pasti ikn akan sgra selsai,positif
apapun program yang belum terselesaikan akan dilanjutkan oleh ganjar mahfud,netral
t itu kalau di alokasikan untuk bangun fasum di daerah akan lebih bermanfaat,positif
dengan menuntaskan ikn sampai dengan selesai pastinya banyak dukungan untuk beliau,positif
memang pak ganjar the best semangat yuk membangun ikn,positif
bukti nyata pak ganjar bekerja dengan sebaik nya mendukung uu dan segala ketetapannya,positif
semoga segala cita cita bangsa bisa berjalan dengan baik dan perekonomian bisa merata dari sabang sampai merauke,positif
bersma pak ganjar pasti bisa melanjutkan ikn suasana di ikn mantap nih,positif
setuju pak lanjutkan ikn bersama pak ganjar pasti bisa,positif
semoga pembangunan ikn baru berjalan lancar dan baik,positif
lah membangun dengan utang saja dibanggakan kalau enggak mampu enggak usah terlalu halu,negatif
semangat pak ganjar pasti bisa mewujudkan nya,positif
sebenarnya dari sikap tentang ikn ini pasangan amin dan gama sudah bisa dilihat mana yang pro rakyat kecil dan mana yang pro oligarki orang kayak,negatif
semangat pakkkk demi indonr semakin maju ikn harus di lanjut di tangan orang yang tepat seperti pak ganjar,positif
mewujudkan mimpi bangsa pembangunan iknakan terus di benahi ganjar mahfud salam jari,netral
jawa tengah juga sukses sewaktu pimpin ya,positif
ikn pembangunan yang menjadi cita cita proklamator gaspol ganjar mahfud,netral
setuju pak pak ganjar pasti akan melanjutkan pembangunan ikn,positif
ini lebih bermanfaat dirasakan oleh masyarakat,positif
semoga bisa terwujud dan terealisasi dengan baik dan berjalan sesuai harapan ya pakk gaspolll,positif
semangat pak ganjar terus melaju selagi dalam ruang lingkup kebaikan,positif
mantap teruskan ikn semoga kedaulatan pembangunan bisa merata,positif
setuju pak serta masih banyak manfaat lainnya,positif
mantap pak terus lanjutkan program ikn semoga pembangunan merata hingga pelosok negeri,positif
optimis kesejahteraan rakyat merata dari sabang sampai merauke sih kepemimpinan ganjar mahfud,positif
wah mantap pak ganjar semoga bisa terealisasikan dengan baik ya pak,positif
yuk terus wujudkan pembangunan yang adil dan merata,positif
banyak pncitraan up,positif
adil makmur sejahtera dari sabang sampai merauke,positif
keren keren gagasannya pak ganjar top banget,positif
inilah calon presiden kita yang mau bergerak memajukan indonesia ke arah yang lebih baik pak ganjar memang harapan kita,positif
mantap pak ganjar selalu konsisten untuk memajukan indonesia untuk lebih unggul,positif
pak ganjar adalah pemimpin yang tanggap dan bertanggung jawab,positif
perjuangan pak ganjar akan terus di kawal oleh rakyat indonesia,positif
semoga pak ganjar mampu membangun ikn dan indonesia dengan baik,positif
kepemimpinan pak ganjar akan selalu memberi kan dampak baik untuk kita,positif
setuju pak pembangunan ikn bukan hanya sekadar melaksanakan undang undang tapi untuk menggerus ketimpangan pembangunan semangat pak ganjar,positif
pak ganjar akan membawa indonesia pada kemajuan,positif
semakin yakin saya dalam memilih pak ganjar sebagai presiden,positif
pak ganjar akan selalu memberikan yang terbaik untuk rakyat,positif
mantap banget pak ganjar dan semangatnya untuk melanjutkan ikn,positif
konsistensi pak ganjar dalam peduli terhadap masyarakat menciptakan dampak positif yang dirasakan oleh banyak orang,positif
yakin bersama pak ganjar mahfud ikn akan menjadi ibukota impian seluruh orang menjadi kota yang maju dan canggih ganjar tuntaskan ikn,positif
itu orang nya ngangkut dari mana,negatif
pak ganjar sudah cocok buat jadi pemimpin negara ini selalu ada solusi atas permasalahan yang ada,positif
memang seharusnya pembangun itu merata disetiap wilayah semangat selalu pak ganjar,positif
pak ganjar memang terbaik tahu apa yang dibutuhkan memberikan solusi atas setiap permasalahan,positif
semoga pak ganjar mampu menjadi negarawan besar dengan menuntaskan ikn,positif
semakin yakin akan kapasitas pak ganjar mahfud untuk indonesia lebih baik,positif
mengomong saja kau besar jateng saja amburadul jer,negatif
semoga pembangunan yang adil dan merata dapat terwujud,positif
tujuan utama kan memang mulia pasti dikasih hal yang mulias juga habis ini,positif
wadas saja enggak benar apalagi ikn,negatif
wow senang banget bisa mengerti keadaan rakyat deh pak ganjar tuh,positif
nah yang suka bergerak pasti akan peduli dengan negara indonesia ini,positif
lanjutkn ikn doang kok dibilang merata kalo pengin merata distiap kota minimal a tiap provinsi bikin ibukota kali njar v jangan kayak di wadas ya hhh,negatif
pembangunan ikn memang sangat penting untuk dilanjutkan demi masa depan indonesia yang pembangunan yang lebih merata,positif
ikn semakin asyik dengan dukungan pak ganjar,positif
pak ganjar jadi inspirasi di ikn mantap,positif
sukses terus pak ganjar di ikn kota nusantara,positif
wow kunjungan pak ganjar bikin semangat di ikn,positif
pak ganjar memberi semangat baru di ikn keren,positif
pernyataan pak ganjar di ig menegaskan bahwa ikn bukan sekadar program tapi sebuah misi inklusif untuk seluruh rakyat indonesia,netral
kepercayaan kami adalah bahwa jika pak ganjar terpilih sebagai presiden dan melanjutkan proyek ikn ini dapat menjadi awal langkah untuk mengatasi kesenjangan pembangunan,positif
dalam setiap kesempatan pak ganjar dengan yakin menyatakan bahwa ikn adalah bagian dari perjalanan panjang menuju indonesia yang lebih adil dan merata bagi semua warganya,positif
demi kenyamanan indonesia ke depan ibukota harus pindah ke ikn,netral
terbaik pak ganjar semangat melanjutkan proyek ikn ini pakk,positif
hebat banget sih pak ganjar karena berani mengambil keputusan untuk melanjutakan ikn ini,positif
wah keren lanjutkan pak kami rakyat siap dukung semoga lancar,positif
kalau di lihat dari kinerja apa ganjar sih gua sudah yakin banget deh pokoknya,positif
lanjut kan dan terus kan apa ganjar yakin banget deh sama apa ganjar mah pasti akan di segerakan beres,positif
pembangunan yang adil dan merata adalah tujuan mulia teruslah memberikan kontribusi positif melalui ikn pak ganjar,positif
sehat sehat nggih pak biar bisa teruskan proyek ikn,positif
gua sih sudah sangat yakin dan percaya deh kalau apa ganjar yang menerus kan pasti bakalan tuntas dan beres,positif
kalau kinerja apa ganjarbsih sudah jelas teruji sanagt baik dan terpercaya,positif
insya allah kalau apa ganjar yang menerus kan sudah pasti bakalan beres dan mantap,positif
kalau apa ganjar yang menerus kan wah sudah pasti mantap dan terpercaya deh,positif
wah pak ganjar kami yakin bapak akan mampu lanjutkan ikn,positif
baru sadar ya kalau ketimpangan pembangunan bodohnya lagi mana ada membangun ikn bisa menyelesaikan ketimpangan tersebut mikir bos jangan cuman bokep yang ada di otak mas,negatif
menggerus ketimpangan itu dengan cara meningkatkan desa ke menengah meningktkan kota ke lebih besar ini lebih logis kalo membuat kota mewah ditengah hutan itu namanya membuat ketimpangan baru aplgi hanya dinikmti pjbt iya kan,negatif
semoga pak ganjar dapat membangun negeri dengan merata,positif
sama nasional bukan gue kan cuma usul,negatif
dimanapun ada pak ganjar selalu ada yang datang menemai pak ganjar hehe keren habis deh pak ganjar,positif
semoga fasilitas ikn bisa dirasakan masyarakat serta bermanfaat bagi ekonomi,positif
lanjutkan hutang lanjutkan wadas,negatif
semangat pak ganjar untuk indonesia lebih jaya,positif
pak ganjar bikin bangga ikn adalah perjalanan kita bersama menuju indonesia yang lebih merata,positif
bangga punya pemimpin seperti ganjar ikn adalah langkah penting menuju keadilan pembangunan,positif
dengan adanya ikn insyaallah indonesia makin berkembang dari segi fasilitas dan infrastruktur lebih modern,positif
optimis pak ganjar bisa menuntaskan pembangunan di ikn dengan baik,positif
pak ganjar membuktikan komitmen untuk membangun indonesia yang adil melalui ikn kami siap mendukung sepenuh hati pak,positif
mari semua kita dukung pak ganjar agar bisa mewujudkan pemerintahan yang adil dan merata pilih nomer gama,positif
tak sabar melihat pak ganjar melanjutkan pembangunan di ikn dan mewujudkan pemerintahan yang adil dan merata,positif
semoga dengan mewujudkan pembangunan yang adil dan merata bagi seluruh rakyat indonesia ini dapat mensejahterakan rakyat,positif
alhamdulillah semoga diperlancara ya pak kami doakan yang terbaik,positif
mari kita doakan agar semua berjalan sesuai rencana dan tidak ada hambatan apapun,positif
gue yakin banget ganjar akan mampu membawa pembangunan di indonesia merata jadi enggak ada lagi ketimpangan daerah,positif
terus dukung ikn agar proses pembangunan nya berjalan dengan lancar,positif
mantap jadi enggak sabar bagaimana pak ganjar melanjutkan ikn ini,positif
kami percaya bahwa pak ganjar mampu melanjutkan pembangunan ikn,positif
cita cita untuk indonesia lebih maju,positif
ra nde det gaya mbangun ibukota kalau di indonesiakan tidak punya uang tapi gaya bangun ibukota lihat itu hutang yang sudah menggunung,negatif
semangat selalu untuk pak ganjar terima kasih atas semua kebaikannya,positif
selalu menjadi inspirasi bagi semua orang dan akan selalu memilih ganjar mahfud,positif
pilihan mantap untuk ganjar mahfud menjadi presiden ri nantinya,positif
saya siap dukung pak ganjar untuk melanjutkan pembangunan ikn untuk indonesia,positif
memang pilihan tepat untuk memilih ganjar mahfud untuk memimpin indonesia kita ini,positif
pokoknya sangat yakin lah sama kinerja pak ganjar kalem saja,positif
kalau presiden nya pak ganjar pasti pembangunan bakalan cepat banget sih,positif
pasti bisa terwujud bersama pak ganjar,positif
semangat selalu pak ganjar ayo buat perubahan di indonesia,positif
sekali pak ganjar pranowo tetap pak ganjar pranowo pilihan ku,positif
bismilah semoga bermanfaat dan bisa jadi tauladan untuk kita semua,positif
siapa sih yang enggak kagum dengan semua kinerja pak ganjar pranowo,positif
amin semoga bapak menang nanti bisa membangun lebih banyak lagi untuk indonesia ini,positif
bapak akan wujudkan itu semua aku yakin itu semangat,positif
aku sangat percaya sama pak ganjar untuk mewujudkannya,positif
semangat terus pak ganjar dan berikan yang terbaik demi masa depan indonesia,positif
setuju sekali pak pembangunan yang adil akan menciptakan masyarakat yang lebih sejahtera sukses untuk implementasi ikn pak ganjar,positif
nah mantap ini beliau harus di dukung sih pokoknya,positif
demi pembangunan merata siap untuk dilanjutkan ya pak semangat,positif
wah makin yakin nih bakalan tetap dukung pak ganjar apalagi kan ikn sudah dimulai dan harus dilanjutkan,positif
tergantung kalau ikn nanti cuman jadi bancakan para pengusaha dan yang tinggal disitu hanya orang kayak mending di stop saja pak apalagi bapak juga di khianati toh juga tempatnya bukan seperti sama persis yang diinginkan bung karno,negatif
memang pak ganjar lah satu nya yang bisa di harapkan untuk melanjutkan pembangunan negeri ini,positif
dengan fokus pada pembangunan yang adil dan merata pak ganjar menunjukkan kepedulian terhadap kesejahteraan seluruh rakyat indonesia,positif
hebat apa nya jateng jadi apa saat dia mimpin masih mau gadai negara ini sama orang gagal kayak kang bokep ini,negatif
sehat selalu calon presiden ku semangat semua support hanya untuk bapa gaspol terus bapa ganjar,positif
enggak salah sih dari awal support pak ganjar untuk indonesia lebih maju dan pemerataan pembangunan negeri,positif
dapat duit dari mana ngutang lagi ya sama saja dengan yang sekarang rusak oh iya jangankan mengurus ikn pak itu jati diri renovasi saja janji kapan selesai kapan,negatif
kinerja nya sudah terlihat semangat ikhlas berjuang juga sudah jelas ada pada bapa ganjar,positif
tetap jadi yang terbaik dari yang terbik ya apa ikn harus dilanjutkan oleh bapa bismillah presidennya amin,positif
siap mendukung pak ganjar dalam membangun ikn untuk mewujudkan pembangunan yang adil di seluruh indonesia,positif
mari sama sama dukung bapa ganjar karean terlihat jelas kinerja nya apalagi untuk melanjutkan ikn ia paling layak,positif
tugas besar yang akan di emban oleh pak ganjar setelah ini semangat membangun ikn pak ganjar,positif
kami siap mendukung pak ganjar untuk melanjutkan pembangunan ikn untuk mewujudkan pembangunan yang adil dan merata,positif
kagum dengan pakde ganjar yang satset menyelesaikan permasalah masyarakat sukses selalu pakdhe,positif
mantap sikap jelas seperti ini yang kita butuhkan sukses selalu pakdhe,positif
banyak cara untuk pemerataan saya lebih setuju dengan konsep pemerataan yang digagas mendiangvpresiden habibie menjadikan pantai timur kalimantan sebagai pusat pertumbuhan indonesia timur,positif
harapan besar kami setelah pembangunan ikn adalah pembangunan yang adil dan merata di seluruh indonesia saya yakin pak ganjar pasti bisa,positif
ketimpangan pembangunan dengan membangun kota lain ada kebodohan yang terlihat jelas tandanya tidak bisa memberikan solusi,negatif
setuju waktunya hilang pemahaman tentang jawasentris sukses selalu pakdhe,positif
gua enggak sabar banget sih dibawa kepemimpinan pak ganjar bisa meneruskan ikn,positif
bangga memiliki pemimpin yang peduli terhadap pembangunan merata sukses terus pak ganjar dalam mewujudkan visi pembangunan yang adil,positif
mantap pak ganjar semoga komitmen ikn berjalan dengan lancar pak,positif
terobosan yang luar biasa komitmen untuk mengurangi ketimpangan pembangunan adalah langkah yang sangat baik semoga berhasil pak,positif
siap apa says dukung biar tidak terlalu jawa sentris jawa pulau kecil padat penduduk,negatif
insya allah pak ganjar mampu meneruskan proyek ikn ini,positif
keren pak ganjar sudah sampai di titik nol nusantara loh guys,positif
semangat selalu pak ganjar teruslah memberikan yang terbaik untuk indonesia,positif
menurutku hanya pak ganjar yang mampu melanjutkan ke ikn semangat pak,positif
mari wujudkan pembangunan untuk indonesia yang adil dan merata semangat pak,positif
laksanakan ikn dengan hati karena ini adalah kunci terciptanya pembangunan yang adil dan berkelanjutan semoga menjadi tonggak baru untuk nusantara,positif
bismillah ya pak bersama kita kuat bersatu kita bisa salam tiga jari,positif
inspiratif pembangunan yang merata sangat penting dan semangat dari nusantara pasti akan membawa kemajuan teruskan pak ganjar,positif
pak ganjar pasti bisa membangun ikn dengan lebih baik,positif
mari kita doakan pembangunan ikn ini semoga dapat diatasi dengan baik lancar dan menjadi pembangunan yang adil dan semakin merata bagi seluruh negeri ini,positif
semoga pak ganjar bisa mengurus pembanguna lebih baik kedepannya semakin maju,positif
semangat ikn mari bersama sama wujudkan impian pembangunan yang adil dan merata untuk kemajuan nusantara,positif
lanjutkan gassspolll salam menang total,positif
pembangunan merata daerah paling miskin saja enggak bisa lebih baik nih,negatif
implementasi ikn di bawah kepemimpinan pak ganjar memberikan dorongan positif untuk memperbaiki ketidakseimbangan pembangunan regional di indonesia,positif
semangat selalu pak untuk berjuang untuk negeri ini agar pembangunan di indonesia akan merata ke seluruh penduduk negeri ini maju terus wujudkan indonesia lebih unggul dan baik,positif
pembangunan yang adil dan merata adalah visi yang diusung oleh pak ganjar mencerminkan keinginannya untuk menyediakan peluang dan akses yang sama bagi seluruh rakyat indonesia,positif
sukses selalu untuk ikn dan pak gp,positif
mantap lanjutkan pak ganjar agar seluruh pembangunan di indonesia merata,positif
keren nih semangat pak membangun ikn kelak,positif
bersama pak ganjar inshaallah akan maju dan selalu wujudkan pembangunan yang adil dan merata untuk bangsa ini,positif
suatu kebanggaan bagi semuanya karena pak ganjar sosok pemimpin yang selalu bertanggung jawab dan selalu berkomitmen dalam menjalankan segala hal sukses selalu ya pak,positif
lanjutkan hingga selesai pak di tangan bapak indonesia bisa lebih baik lagi,positif
semangat selalu untuk masa depan yang lebih unggul dalam membangun program program yang terbaik semoga selalu terkabulkan dengan baik,positif
mantap pak kami yakin kalau pak ganjar bisa menuntaskan pembangunan ikn dengan baik semoga selalu dilancarkan dan sukses selalu ya pak,positif
halahhh lu tahun di jateng saja tetap prov miskin dan umr terendah se indonesia masih juga haluu janji ini itu di pusat,negatif
lanjutkan pak tetap semangat pak ganjar tetap di hati,positif
memang duitnya ada,positif
lanjutkan pak semoga bisa membawa hal baik untuk seluruh rakyat indonesia,positif
memang sosok seperti pak ganjar pranowo yang pantas dan layak menjadi presiden ri,positif
dengan ada nya pembangunan bisa membawa hal baik untuk seluruh rakyat,positif
ikn isinya menteri dan pns dimana letak pemerataannya yang ada pemborosan uang negara manfaatnya mendekati null cuma untuk memberi kenikmatan kemewahan kepada pejabat negara dan pns thok lu pikir rakyat tolol kami menganggap anda tidak cerdas dan kurang otak,negatif
keren pak teruskan semangat dan komitmen untuk mewujudkan pembangunan yang adil dan merata ikn memberikan harapan besar untuk kemajuan indonesia,positif
yuk kita semua mendukung pak ganjar pranowo agar negeri kita lebih maju lagi,positif
masyaallah pak ganjar sudah sampai di ikn saja nih sehat selalu pak ganjar,positif
betul sekali pak sehat selalu untuk pak ganjar pak ganjar pemimpin yang punya komitmen tinggi,positif
semoga semua senang dengan adanya ikn ini,positif
yang baik ayo teruskan dan lanjutkan berikan yang terbaik untuk indonesia,positif
orang mengomongkan apa ini lari kemana,negatif
semoga segera terwujud pembangunan yang adil dan merata di seluruh indonesia,positif
bapak sudah yakin menangkah dan bisa lanjutkan ikn ini saja ada bocoran bahwa sumber mata air lagi bocor halus tapi keliling karena sumber mata air nya ragu mengalirkannya,negatif
semoga bisa selalu amanah dalam menjalankan tugas yang diberi nntik nya,positif
tanpa study kelayakan yang maksimal paling juga bakalan mangkrak investor enggan ke ikn daripada rugi,negatif
dengan komitmen pak ganjar pasti pembangunan ikn bisa berjalan dengan cepat dan tepat,positif
saya yakin kalau pak ganjar yang jadi presiden beliau pasti mampu untuk meneruskan pembangunan ikn dengan sangat baik,positif
duitnya dari mana kep,negatif
mantap pak tetap melanjutkan pembangunan yang merata ke setiap penjuru nusantara,positif
bukti anda tidak punya gagasan yang jls,negatif
